sender,receiver,number_of_characters,contains_urgent,contains_important,urgency_classification,send_date,send_time,claim_type,initial_priority,number_of_attachments,message_language
Electrician,Architect,292,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,technical,medium,0,English
Electrician,Architect,120,False,False,not urgent and not important,1982-11-04,1982-11-04 09:25:13,logistical,medium,0,English
Contractor,Contractor,37,False,False,not urgent and not important,1998-10-26,1998-10-26 05:29:39,technical,medium,0,French
Contractor,Architect,13,False,False,not urgent and not important,1996-12-05,1996-12-05 10:01:33,technical,high,0,English
Architect,Electrician,199,False,False,not urgent and not important,1988-07-22,1988-07-22 04:23:34,technical,medium,0,English
contractor,architect,81,False,False,not urgent and not important,2018-01-24,2018-01-24 15:45:23,logistical,high,0,English
Electrical,Architect,84,False,False,not urgent and not important,1997-04-10,1997-04-10 01:10:40,technical,medium,0,English
Electrical,Electrical,17,False,True,urgent and not important,2019-06-03,2019-06-03 14:46:25,technical,medium,0,French
Insurance Adjuster,Insurance Adjuster,1359,True,False,not urgent and not important,1993-04-08,1993-04-08 10:44:00,logistical,medium,2,English
Architect,Electrician,12,True,False,not urgent and not important,1995-10-12,1995-10-12 13:24:14,technical,high,0,English
General Contractor,General Contractor,8,False,False,not urgent and not important,2019-02-01,2019-02-01 18:39:41,technical,low,1,English
Electrician,Electrician,105,False,False,not urgent and not important,1995-08-22,1995-08-22 09:58:14,technical,medium,0,English
electrician,architect,96,True,False,not urgent and not important,2020-08-06,2020-08-06 16:14:00,technical,high,0,English
Contractor,Architect,35,False,False,not urgent and not important,1998-04-02,1998-04-02 08:35:00,logistical,low,0,English
Architect,Architect,36,False,False,not urgent and important,1993-02-03,1993-02-03 14:45:00,administrative,low,0,English
Electrician,Architect,20,False,False,not urgent and not important,2021-04-14,2021-04-14 12:39:29,technical,low,0,English
Subcontractor,Architect,12,False,False,not urgent and not important,2019-03-23,2019-03-23 08:23:04,technical,high,0,English
architect,architect,107,False,False,not urgent and not important,2021-01-05,2021-01-05 14:39:40,technical,medium,0,Spanish
Architect,Architect,21,False,False,not urgent and not important,2022-04-19,2022-04-19 00:47:40,technical,low,0,English
Contractor,Owner,487,False,False,not urgent and not important,1998-09-10,1998-09-09 15:44:56,technical,medium,0,Spanish
Electrician,Electrician,105,False,False,not urgent and not important,1996-06-16,1996-06-16 11:48:21,technical,medium,0,English
Project Manager,Architect,240,False,False,not urgent and not important,1987-06-24,1987-06-24 22:34:05,technical,medium,0,English
Consultant,Client,97,False,False,not urgent and not important,1988-09-21,1988-09-21 13:36:10,logistical,medium,0,Spanish
Subcontractor,Architect,52,False,False,not urgent and not important,2015-04-22,2015-04-22 16:13:26,technical,low,0,English
Electrician,Architect,173,False,True,urgent and important,2018-03-27,2018-03-27 11:34:07,technical,low,0,English
Owner,Owner,44,False,False,urgent and not important,2022-10-11,2022-10-11 17:07:00,technical,high,0,English
Electrician,Electrician,126,False,False,not urgent and not important,1986-04-29,1986-04-29 13:34:43,financial,medium,0,English
Architect,Contractor,353,False,False,not urgent and not important,2017-04-18,2017-04-18 07:33:07,technical,medium,0,English
inspector,architect,161,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,technical,low,0,English
architect,electrician,5,False,False,not urgent and not important,1988-09-01,1988-09-01 17:23:10,technical,high,0,English
Contractor,Owner,144,False,False,not urgent and not important,2019-10-21,2019-10-21 11:08:11,technical,medium,0,English
Electrician,Electrician,19,False,False,not urgent and not important,1982-06-18,1982-06-18 04:41:46,logistical,low,0,Spanish
Architect,Architect,122,False,False,not urgent and not important,2018-12-13,2018-12-13 14:20:31,technical,high,1,French
Electrician,Architect,151,False,False,not urgent and not important,1997-01-28,1997-01-28 16:29:36,technical,high,0,English
electrician,electrician,109,False,False,not urgent and not important,1994-07-03,1994-07-03 14:58:30,logistical,high,0,English
Electrician,Electrician,385,False,False,not urgent and not important,2018-08-01,2018-08-01 16:28:55,technical,low,0,Spanish
Consultant,Consultant,129,False,False,not urgent and not important,2021-01-05,2021-01-05 09:49:09,financial,high,0,English
Architect,Architect,197,False,False,not urgent and not important,1993-09-27,1993-09-27 17:23:00,technical,high,1,German
Electrical Engineer,Electrical Engineer,126,False,False,not urgent and not important,2019-07-12,2019-07-12 15:06:09,technical,medium,0,English
Supervisor,Supervisor,52,False,False,not urgent and not important,2017-11-16,2017-11-16 11:15:09,logistical,medium,0,Spanish
architect,electrician,169,False,False,not urgent and not important,2011-07-08,2011-07-08 13:36:19,technical,medium,0,English
Engineer,Project Manager,47,False,False,not urgent and not important,1952-06-21,1952-06-21 05:18:00,technical,medium,0,English
Architect,Architect,210,False,True,not urgent and important,2012-05-06,2012-05-06 19:13:57,technical,low,0,English
Contractor,Contractor,29,False,False,not urgent and not important,1996-04-10,1996-04-10 11:36:00,technical,medium,0,English
Architect,Contract Administrator,340,False,False,not urgent and not important,2017-05-26,2017-05-25 18:13:12,technical,low,0,English
General Contractor,Project Manager,204,False,False,not urgent and not important,1999-05-19,1999-05-19 07:24:19,logistical,medium,0,English
Project Manager,Project Manager,71,False,False,not urgent and not important,1998-05-26,1998-05-26 09:14:40,technical,medium,1,English
Electrician,Electrician,14,False,False,not urgent and not important,1989-03-01,1989-03-01 15:48:00,logistical,medium,0,English
Architect,Architect,1164,True,False,urgent and not important,1992-08-11,1992-08-11 08:27:00,technical,high,0,English
Subcontractor,Subcontractor,650,False,False,not urgent and not important,2018-05-21,2018-05-21 13:49:24,technical,medium,0,Spanish
Architect,Electrician,22,False,False,not urgent and not important,2018-04-25,2018-04-25 10:09:00,technical,low,0,English
Electrician,Electrician,20,False,True,urgent and important,1970-01-17,1970-01-17 12:24:20,technical,low,0,English
Flooring,Electrician,152,False,False,not urgent and important,2021-02-14,2021-02-14 18:04:35,technical,low,0,English
Mechanical,Mechanical,5,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,technical,low,1,German
architect,architect,116,False,False,not urgent and not important,1996-11-18,1996-11-18 12:15:00,technical,low,0,German
electrician,electrician,279,False,False,not urgent and not important,1999-05-11,1999-05-11 14:56:58,logistical,low,0,Spanish
Contractor,Contractor,40,False,False,not urgent and not important,1988-05-16,1988-05-16 06:39:52,administrative,medium,0,English
Engineer,Engineer,107,False,False,not urgent and not important,1985-03-03,1985-03-03 14:09:44,administrative,low,0,English
Subcontractor,General contractor,158,False,False,not urgent and not important,2017-10-31,2017-10-31 09:34:00,administrative,low,0,English
Owner,Contractor,16,False,False,not urgent and not important,2019-11-03,2020-08-17 18:00:53,technical,high,0,Spanish
architect,architect,181,False,False,not urgent and not important,2019-01-17,2019-01-16 21:49:55,technical,high,0,Spanish
Mechanical,Architect,202,False,False,not urgent and not important,1998-05-04,1998-05-04 23:10:52,administrative,low,0,English
Architect,Electrician,249,False,False,not urgent and not important,2019-10-02,2019-10-02 15:40:30,technical,high,0,English
Architect,Architect,138,False,False,not urgent and not important,2019-09-27,2019-09-27 15:13:05,technical,medium,0,German
Developer,General Manager,292,True,False,not urgent and not important,2022-07-24,2022-07-23 12:09:27,logistical,high,0,English
Architect,Electrician,230,False,False,not urgent and not important,2012-08-08,2012-08-08 19:24:27,technical,low,0,English
Architect,Architect,108,False,False,not urgent and not important,2019-03-25,2019-03-25 19:23:59,technical,low,0,English
QS,SITE MANAGER,157,False,False,not urgent and not important,2015-11-10,2015-11-10 15:22:43,technical,high,0,English
Architect,Architect,108,False,False,not urgent and not important,2019-04-18,2019-04-18 11:19:59,technical,medium,0,English
architect,engineer,130,False,False,not urgent and not important,2020-10-06,2020-10-06 09:54:14,technical,medium,0,French
architect,contractor,107,False,False,not urgent and important,1984-05-17,1984-05-17 08:44:15,administrative,low,0,French
Superintendent,Site Superintendent,124,False,False,not urgent and not important,1988-10-13,1988-10-13 06:10:00,administrative,medium,0,Spanish
Claimant,Contractor,12,False,False,not urgent and not important,2018-06-12,2018-06-12 00:20:57,logistical,medium,0,Spanish
Contractor,Contractor,67,False,False,not urgent and not important,2018-03-13,2018-03-13 16:53:05,administrative,medium,0,English
Electrician,Electrician,19,False,False,not urgent and not important,2017-01-20,2017-01-20 13:31:08,administrative,low,0,English
electrician,architect,41,False,False,not urgent and not important,1986-01-19,1986-01-19 09:06:47,technical,high,0,English
Electrician,Electrician,140,True,False,urgent and not important,1970-01-01,1970-01-01 00:00:00,technical,high,0,English
Architect,Architect,141,False,False,not urgent and not important,1992-10-14,1992-10-14 11:52:53,administrative,medium,0,English
Engineer,Engineer,211,False,False,not urgent and not important,1993-05-07,1993-05-07 22:53:06,administrative,medium,0,Spanish
Contractor,Owner,187,False,False,not urgent and not important,1997-04-02,1997-04-02 07:07:30,technical,medium,0,English
Agent,Architect,39,False,False,not urgent and not important,1991-04-01,1991-04-01 10:28:05,technical,high,0,German
architect,electrician,128,False,False,not urgent and not important,2022-10-07,2022-10-07 13:38:16,administrative,medium,0,English
Electrician,Contractor,169,False,False,not urgent and not important,2017-07-16,2017-07-16 07:01:10,technical,medium,0,English
Electrician,Architect,392,False,False,not urgent and not important,1987-05-15,1987-05-15 11:13:59,administrative,medium,0,English
Architect,Contractor,55,False,False,not urgent and not important,2019-08-24,2019-08-25 05:26:12,logistical,low,0,English
Electrician,Architect,112,False,False,not urgent and important,2017-04-11,2017-04-11 15:26:44,technical,low,0,German
Architect,Financial Controller,424,False,False,not urgent and not important,2019-09-20,2019-09-20 09:11:56,logistical,medium,0,English
Contractor,Electrician,93,False,False,not urgent and not important,2022-08-15,2022-08-15 12:48:19,technical,low,0,English
Architect,Electrician,545,False,False,not urgent and not important,2018-12-12,2018-12-12 14:30:36,technical,low,0,English
Architect,Electrician,159,False,False,not urgent and not important,2008-05-06,2008-05-06 14:25:08,administrative,medium,0,Spanish
architect,electrician,48,False,True,not urgent and important,1995-10-09,1995-10-09 17:17:00,technical,medium,0,English
Architect,Architect,15,False,True,not urgent and important,1984-09-28,1984-09-28 08:50:01,administrative,high,0,English
Architect,Contractor,261,False,False,not urgent and not important,2017-03-14,2017-03-14 14:37:46,administrative,high,0,English
Electrician,Electrician,41,False,False,not urgent and not important,1999-08-11,1999-08-11 07:06:22,logistical,low,0,English
Architect,Electrician,42,False,False,not urgent and not important,2019-08-11,2019-08-11 09:44:29,technical,low,0,English
Sub Contractor,Sub Contractor,174,False,False,not urgent and not important,2020-04-22,2020-04-22 08:39:53,technical,low,0,English
architect,electrician,455,False,False,not urgent and important,2023-01-03,2023-01-03 01:34:32,administrative,medium,0,English
Contractor,Architect,109,False,False,not urgent and not important,2018-02-20,2018-02-20 15:21:14,technical,low,0,English
Owner,Owner,240,False,True,not urgent and important,2021-10-08,2021-10-08 10:19:37,administrative,medium,0,English
Architect,Electrician,264,False,False,not urgent and not important,1995-07-10,1995-07-10 16:04:30,technical,medium,0,Spanish
Architect,Inspector,211,False,False,not urgent and not important,1999-06-16,1999-06-16 15:48:42,administrative,medium,0,German
Electrician,Architect,168,False,False,not urgent and not important,2023-03-17,2023-03-17 01:40:31,technical,low,0,English
Electrician,Architect,17,False,False,not urgent and not important,2021-06-05,2021-06-05 09:21:21,technical,medium,0,English
Project Manager,Project Manager,175,False,False,not urgent and not important,2019-11-18,2019-11-18 13:12:15,technical,medium,0,English
Engineer,Contractor,193,True,False,not urgent and not important,2018-10-04,2018-10-04 10:05:00,administrative,medium,0,Spanish
Electrician,Electrician,21,False,False,not urgent and not important,2021-05-27,2021-05-27 15:13:57,logistical,low,0,Spanish
Architect,Architect,959,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,logistical,low,0,French
architect,contractor,146,True,False,urgent and not important,1900-01-01,1900-01-01 00:00:00,administrative,high,0,Spanish
Architect,Electrician,284,False,False,not urgent and not important,1993-08-25,1993-08-25 16:17:33,technical,low,0,English
Architectural,Supplier,437,False,False,not urgent and not important,1997-05-12,1997-05-12 14:08:03,logistical,low,0,English
Architect,General Contractor,144,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,technical,high,0,English
Electrician,Electrician,295,False,False,not urgent and not important,2010-01-23,2010-01-23 13:26:17,logistical,medium,0,English
architect,electrician,50,False,False,not urgent and not important,2018-08-10,2018-08-10 13:42:28,technical,medium,0,English
Foreman,Architect,46,False,False,not urgent and not important,2017-12-12,2017-12-12 19:56:10,technical,low,0,Spanish
architect,architect,160,True,False,not urgent and not important,2018-12-15,2018-12-15 14:59:09,logistical,low,0,Spanish
electrician,electrician,92,False,False,not urgent and not important,1994-09-23,1994-09-23 12:05:46,logistical,medium,0,English
mechanic,electrician,52,False,False,not urgent and not important,1997-06-16,1997-06-16 12:14:46,technical,low,0,English
Electrician,Architect,51,False,False,not urgent and not important,1993-09-11,1993-09-11 14:13:00,administrative,medium,0,English
Electrician,Electrician,5,True,True,urgent and important,1983-11-11,1983-11-11 13:39:47,administrative,high,0,English
Electrician,Architect,200,False,False,not urgent and not important,1994-04-14,1994-04-14 14:30:06,technical,medium,0,French
Subcontractor,Architect,346,False,False,not urgent and important,2019-08-28,2019-08-28 12:15:10,technical,high,0,English
Architect,Requester,98,False,False,not urgent and not important,2018-05-02,2018-05-02 01:15:02,technical,high,0,English
Electrician,Customer,11,False,False,not urgent and not important,1996-06-17,1996-06-17 12:51:45,administrative,medium,0,English
Contractor,Engineer,248,False,False,not urgent and not important,1999-04-23,1999-04-23 14:37:17,technical,medium,1,English
Electrician,Electrician,36,False,False,not urgent and not important,1984-03-28,1984-03-28 09:24:00,technical,medium,0,English
Electrician,Electrician,149,False,False,not urgent and important,2018-07-09,2018-07-09 16:35:53,technical,medium,0,English
Architect,Project Manager,249,False,False,not urgent and not important,2022-01-28,2022-01-28 07:42:16,technical,medium,0,German
Contractor,Owner,125,True,False,not urgent and not important,1985-05-16,1985-05-16 09:09:59,technical,low,0,French
Architect,Electrician,21,False,False,not urgent and not important,2019-05-01,2019-05-01 13:16:00,administrative,low,0,English
electrician,supervisor,32,False,True,not urgent and not important,2019-07-14,2019-07-14 12:02:26,administrative,medium,0,English
Architect,Owner,77,False,True,urgent and important,2018-07-27,2018-07-27 17:13:28,technical,high,0,German
architect,architect,14,False,False,not urgent and not important,2011-07-20,2011-07-20 11:15:20,technical,low,0,French
Architect,Architect,33,False,False,not urgent and not important,2018-08-13,2018-08-13 16:36:33,technical,medium,0,English
chief architect,project manager,308,False,False,not urgent and not important,2016-02-25,2016-02-25 11:06:57,administrative,high,0,Spanish
Company,Contractor,112,False,False,not urgent and not important,1995-06-26,1995-06-26 12:46:58,administrative,high,0,English
Architect,Architect,133,False,False,not urgent and not important,2018-06-16,2018-06-16 18:28:30,technical,low,0,English
Engineer,Architect,67,False,True,not urgent and important,1999-09-27,1999-09-27 19:05:40,technical,low,0,German
Mechanical,Electrical,210,False,False,not urgent and not important,2018-08-13,2018-08-13 16:41:41,administrative,low,0,French
Builder,Electrician,110,False,False,not urgent and not important,2022-07-01,2022-07-01 16:29:38,technical,high,0,English
contractor,architect,49,False,False,not urgent and important,1988-05-02,1988-05-02 14:26:55,technical,low,0,Spanish
Electrician,Owner,127,True,False,not urgent and not important,2019-07-05,2019-07-05 23:59:06,technical,high,1,English
Subcontractor,Owner,121,False,False,not urgent and not important,2015-07-22,2015-07-22 08:44:39,technical,medium,0,English
Electrical Contractor,Electrical Inspector,199,False,False,not urgent and not important,2021-01-01,2021-01-01 10:23:51,technical,low,0,French
Electrician,Electrician,72,False,False,not urgent and not important,2018-02-21,2018-02-20 23:45:52,technical,medium,0,English
Contractor,General Contractor,103,False,False,not urgent and not important,2019-01-08,2019-01-08 00:00:00,technical,medium,0,English
Architect,Architect,88,False,False,not urgent and not important,2020-05-25,2020-05-25 00:09:28,technical,medium,0,German
electrician,electrician,13,False,False,not urgent and important,1989-02-06,1989-02-06 13:40:00,logistical,medium,0,English
Architect,Architect,16,True,False,not urgent and not important,2021-01-21,2021-01-21 13:15:52,technical,low,0,English
Owner,Electrician,196,False,False,not urgent and not important,2020-01-14,2020-01-14 12:49:51,technical,medium,0,English
Electrician,Electrician,33,False,False,not urgent and not important,2012-07-20,2012-07-20 09:16:33,technical,low,0,Spanish
Architect,Construction Manager,339,False,False,not urgent and not important,2013-09-12,2013-09-12 00:00:00,technical,high,1,English
Architect,Project Manager,170,False,False,not urgent and not important,1980-01-28,1980-01-28 05:44:24,financial,medium,0,English
Construction Manager,Construction Manager,19,False,False,not urgent and not important,2021-02-01,2021-02-01 13:30:27,technical,high,0,Spanish
Consultant,Project Manager,155,False,False,not urgent and not important,1997-06-11,1997-06-11 10:47:01,technical,medium,0,Spanish
Electrician,Electrician,138,False,False,not urgent and not important,2021-02-11,2021-02-11 13:12:55,technical,low,0,English
Electrician,Architect,100,False,False,not urgent and not important,2019-09-17,2019-09-17 07:47:55,administrative,medium,2,Spanish
Architect,Electrician,276,False,False,not urgent and not important,1996-11-28,1996-11-28 15:14:35,technical,high,0,English
Contractor,Contractor,446,False,False,not urgent and not important,2018-07-05,2018-07-05 15:28:17,logistical,low,0,English
Builder,Builder,18,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,financial,low,0,English
Architect,Contractor,56,False,False,not urgent and not important,1991-03-22,1991-03-22 17:53:00,logistical,high,0,Spanish
General Contractor,Architect,103,False,True,not urgent and important,1997-09-02,1997-09-02 19:45:00,logistical,high,0,English
Contractor,General Manager,283,False,False,not urgent and not important,2010-05-15,2010-05-15 10:28:31,technical,high,0,English
Electrician,Architect,73,False,False,not urgent and not important,1996-04-25,1996-04-25 11:20:34,technical,low,0,English
Electrical Contractor,Architect,244,True,False,urgent and not important,1995-05-22,1995-05-22 15:34:18,logistical,medium,0,English
Consultant,Consultant,707,False,False,not urgent and not important,2017-07-10,2017-07-10 12:40:06,logistical,low,0,English
Electrician,Electrician,238,False,True,not urgent and important,2019-06-25,2019-06-25 15:30:22,administrative,high,0,English
Electrician,Architect,109,False,False,not urgent and not important,1999-07-20,1999-07-20 10:54:48,administrative,high,0,English
Project Manager,Project Manager,137,True,False,urgent and important,1991-08-16,1991-08-16 15:32:40,financial,medium,0,English
architect,electrician,165,False,False,not urgent and not important,1997-08-01,1997-08-01 11:05:49,technical,high,0,English
electrician,architect,87,False,False,not urgent and not important,2019-05-24,2019-05-24 06:38:18,logistical,low,0,English
Project Manager,Contract Administrator,32,False,False,not urgent and important,1912-04-26,1912-04-26 11:48:15,administrative,high,0,English
Client,Architect,17,False,False,not urgent and not important,1993-05-04,1993-05-04 09:45:52,technical,medium,0,English
Electrician,Architect,66,False,False,not urgent and not important,2017-10-05,2017-10-05 13:07:58,financial,medium,0,English
Electrician,Electrician,147,False,False,urgent and important,1989-09-19,1989-09-19 10:17:18,technical,medium,0,English
Electrician,Electrician,154,False,False,not urgent and not important,2020-09-01,2020-09-01 10:11:11,technical,medium,0,English
Electrician,Designer,229,False,False,not urgent and not important,2021-05-26,2021-05-26 11:01:33,technical,low,0,English
trade,architect,256,False,False,not urgent and not important,2019-10-07,2019-10-07 11:45:14,technical,low,0,English
General Contractor,General Contractor,90,False,False,not urgent and not important,1998-08-14,1998-08-14 11:40:12,technical,low,0,French
Architect,Architect,12,False,False,not urgent and not important,1990-08-13,1990-08-13 00:13:15,administrative,low,0,English
Claims Advisor,Claims Advisor,489,False,False,not urgent and not important,2012-09-18,2012-09-18 18:53:06,administrative,low,0,German
Alarming,Electrician,15,False,False,not urgent and not important,2018-04-11,2018-04-11 12:21:04,administrative,low,0,English
Owner,Subcontractor,295,False,False,not urgent and not important,2021-09-13,2021-09-13 12:42:38,technical,medium,0,English
Contractor,Owner,2696,False,False,not urgent and not important,2014-05-22,2014-05-21 15:39:08,technical,low,0,Spanish
Architect,Electrician,207,False,False,not urgent and not important,2018-01-09,2018-01-09 14:47:18,technical,high,0,English
Architect,Electrician,234,False,False,not urgent and not important,2017-07-11,2017-07-11 18:39:03,technical,high,0,English
Architect,Community Manager,248,False,False,not urgent and not important,2008-05-27,2008-05-27 16:43:45,administrative,high,0,English
Superintendent,Architect,7,False,False,not urgent and not important,2016-06-01,2021-07-22 13:09:58,technical,low,0,English
Electrician,Architect,106,False,False,not urgent and not important,2018-10-06,2018-10-06 11:50:53,administrative,low,0,French
Architect,Superintendent,187,False,False,not urgent and not important,1970-09-18,1970-09-18 12:43:30,technical,low,0,English
Architect,Electrician,50,False,False,not urgent and not important,1992-09-24,1992-09-24 13:41:45,technical,medium,0,English
Architect,Architect,70,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,technical,low,0,English
Architect,Contractor,105,False,False,not urgent and not important,1995-05-26,1995-05-26 07:20:06,technical,medium,0,English
Electrician,Electrician,116,False,False,not urgent and not important,2018-02-01,2018-02-01 13:22:22,technical,medium,0,Spanish
Contractor,Owner,236,False,False,not urgent and not important,2020-07-23,2020-07-23 14:45:00,administrative,medium,0,English
Architect,Architect,23,False,False,not urgent and not important,1980-02-14,1980-02-14 09:21:03,technical,low,0,Spanish
Architect,Contractor,114,False,False,not urgent and not important,2021-01-27,2021-01-27 16:04:25,logistical,high,0,English
Electrician,Architect,155,False,False,not urgent and not important,2022-08-21,2022-08-21 13:19:46,technical,high,0,English
Electrician,Electrician,66,False,False,not urgent and not important,2017-07-17,2017-07-17 11:07:05,technical,low,0,English
Electrician,Electrician,22,False,False,not urgent and not important,1999-08-22,1999-08-22 20:00:00,technical,high,0,English
Subcontractor,Subcontractor,121,False,False,not urgent and not important,2013-06-27,2013-06-27 11:19:00,technical,medium,0,English
Architect,Architect,120,False,False,not urgent and not important,2010-08-13,2010-08-13 13:30:18,technical,low,0,Spanish
Contractor,Architect,459,False,False,urgent and important,1993-03-23,1993-03-23 10:49:03,technical,medium,0,English
Architect,Architect,288,False,False,not urgent and not important,2016-11-29,2016-11-29 06:49:48,technical,medium,0,English
Architect,Contractor,168,False,False,not urgent and not important,2012-11-05,2012-11-05 11:07:05,technical,low,0,English
Electrician,Electrician,10,True,False,urgent and not important,2017-03-07,2017-03-07 13:48:53,technical,low,0,French
Architect,electrician,27,False,False,not urgent and not important,2022-08-18,2022-08-18 07:27:33,technical,low,0,English
Electrician,Electrician,149,False,False,not urgent and not important,1990-01-17,1990-01-17 09:20:55,technical,low,0,English
Architect,Electrician,232,False,False,not urgent and not important,2019-08-05,2019-08-05 21:37:22,technical,medium,0,English
architect,architect,132,False,False,not urgent and important,2019-09-21,2019-09-21 14:02:30,technical,low,0,German
Electrician,Architect,225,False,False,not urgent and not important,1996-01-31,1996-01-31 00:00:00,technical,medium,0,English
electrician,electrician,45,False,False,not urgent and not important,1987-01-23,1987-01-23 14:59:46,technical,medium,0,Spanish
Architect,Electrician,11,False,False,not urgent and not important,1991-03-26,1991-03-26 14:31:22,technical,medium,0,German
Other,Superintendent,157,False,False,not urgent and not important,2016-05-26,2016-05-26 03:06:32,financial,medium,0,English
Architect,Client,60,False,False,not urgent and not important,1995-08-05,1995-08-05 12:47:22,technical,medium,0,Spanish
Architect,Electrician,147,False,False,not urgent and not important,2019-01-03,2019-01-03 00:53:08,logistical,low,0,Spanish
Scheduling Team,Construction Manager,206,False,False,not urgent and not important,1996-10-10,1996-10-10 09:42:53,logistical,low,0,English
architect,Architect,120,True,False,urgent and important,1993-02-07,1993-02-07 13:16:05,technical,low,0,German
electrician,inspector,11,False,False,not urgent and not important,2019-01-25,2019-01-25 10:08:13,administrative,low,0,French
Construction Manager,Electrician,148,False,False,not urgent and not important,1986-07-22,1986-07-22 07:25:24,logistical,medium,0,English
Consultant,Consultant,455,False,True,not urgent and important,2019-10-30,2019-10-30 11:01:42,administrative,medium,0,English
architect,electrician,69,False,False,not urgent and not important,1996-05-05,1996-05-05 01:39:23,technical,low,0,German
Electrical,Architect,134,False,False,not urgent and not important,1994-01-05,1994-01-05 10:56:59,logistical,medium,0,English
Principal,Architect,67,False,False,not urgent and not important,2014-02-20,2014-02-20 19:39:09,logistical,medium,0,English
Electrician,Electrician,147,False,False,not urgent and important,1997-12-30,1997-12-30 15:21:13,technical,medium,0,English
Electrician,Architect,142,False,False,not urgent and not important,2007-05-14,2007-05-14 14:21:08,technical,medium,0,English
Owner,Contractor,142,False,False,not urgent and not important,2018-08-01,2018-08-01 11:26:47,technical,medium,0,English
Architect,Vendor,195,False,False,not urgent and not important,2019-09-05,2019-09-05 09:45:57,administrative,low,0,English
electrician,architect,54,False,False,not urgent and not important,1970-01-17,1970-01-17 00:00:00,technical,low,0,Spanish
Architect,Electrician,132,False,False,not urgent and not important,2018-07-21,2018-07-21 12:44:34,technical,medium,0,English
architect,Electrician,48,False,False,not urgent and not important,2016-07-09,2016-07-09 11:00:00,technical,low,0,Spanish
Contractor,Contractor,10,False,False,not urgent and not important,1995-11-14,1995-11-14 12:15:44,logistical,low,0,Spanish
Architect,Architect,208,False,False,not urgent and important,1970-01-01,1970-01-01 00:00:00,logistical,high,0,English
Architect,Architect,155,False,False,not urgent and not important,2021-04-29,2021-04-29 14:06:00,logistical,medium,0,French
Architect,Owner,179,False,False,not urgent and important,2018-09-07,2018-09-07 10:22:31,administrative,high,0,English
architect,architect,123,False,False,not urgent and not important,2014-10-23,2014-10-23 00:00:58,technical,low,0,English
Material Supplier,Project Manager,104,False,False,not urgent and not important,2021-09-29,2021-09-28 05:20:08,logistical,low,0,English
Electrician,Architect,263,False,False,not urgent and not important,2018-01-04,2018-01-04 17:13:10,technical,medium,0,English
Electrical,Electrical,77,False,False,not urgent and not important,2014-04-07,2014-04-07 15:20:30,technical,high,0,English
Owner,GC,102,False,False,not urgent and important,1995-07-26,1995-07-26 12:17:02,technical,medium,0,English
Electrical Contractor,Architect,146,False,False,not urgent and not important,1999-10-26,1999-10-26 14:56:09,technical,low,0,English
Architect,Electrician,99,False,False,not urgent and not important,2020-04-27,2020-04-27 17:35:11,logistical,low,0,English
Subcontractor,Architect,6,False,False,not urgent and not important,2020-03-23,2020-03-23 16:53:57,logistical,low,0,English
Construction Manager,Owner,182,False,False,not urgent and important,2013-08-12,2013-08-12 13:56:07,logistical,high,1,Spanish
Contractor,Owner,128,False,False,not urgent and not important,1998-05-26,1998-05-26 08:56:21,technical,low,0,English
Engineer,Supplier,27,False,False,not urgent and not important,1994-03-02,1994-03-02 00:00:00,technical,medium,0,English
Electrical,Electrical,252,False,False,not urgent and important,2017-02-25,2017-02-25 11:10:35,logistical,low,0,Spanish
Engineer,Electrician,17,False,False,not urgent and not important,2021-01-12,2021-01-12 14:27:34,technical,low,0,German
Electrician,Electrician,26,False,False,not urgent and not important,2019-05-02,2019-05-02 09:30:31,technical,medium,0,English
Contractor,Contractor,43,False,False,not urgent and not important,2016-04-08,2016-04-08 10:15:39,administrative,low,0,English
Project Manager,Architect,244,True,False,not urgent and not important,2018-07-16,2018-07-16 19:50:59,technical,medium,0,English
Architect,Electrician,97,False,False,not urgent and not important,1957-12-18,1957-12-18 18:51:30,technical,medium,0,English
Electrician,Electrician,174,False,False,not urgent and not important,1998-12-17,1998-12-17 16:09:30,technical,low,0,English
Electrician,Electrician,15,True,False,not urgent and important,2022-04-21,2022-04-21 04:42:04,administrative,medium,0,English
Architect,Architect,209,False,False,not urgent and not important,1996-09-25,1996-09-25 10:35:46,financial,low,0,English
electrician,architect,129,False,False,not urgent and not important,2018-05-17,2018-05-17 01:35:55,technical,low,1,English
architect,architect,148,False,False,urgent and not important,2018-02-27,2018-02-27 08:33:31,logistical,high,0,English
Architect,Electrician,24,False,False,not urgent and not important,2020-05-03,2020-05-02 20:35:18,logistical,high,0,English
architect,Electrician,64,False,False,not urgent and not important,2019-07-11,2019-07-11 05:17:09,technical,medium,0,English
Electrician,Electrician,114,False,False,not urgent and not important,1997-02-06,1997-02-06 09:13:49,technical,low,0,German
Electrician,Architect,115,False,False,not urgent and not important,2019-08-10,2019-08-10 15:16:08,technical,low,0,English
